"q2_clicks","q1_conf_click","q2_gender","q2_training","q2_conf","q2_scrolls","q2_color_blind","q2_time","q1_window_h","q1_a2","q1_a1","q2_condition","q2_calculation_question","q1_time","q1_condition","q1_user_id","q2_conf_click","q1_conf","q1_keydown","q2_window_h","q2_valid","q2_user_id","q1_window_w","q1_correct_a2","q1_correct_a1","q2_window_w","q2_occupation","q1_valid","q1_id","q2_comments","q2_education","q1_scrolls","q1_clicks","q2_id","q2_keydown"
11,1,"Female",1,3,1,"No",44.441,768,100,5,1,"No",119.612,1,2758,0,3,6,768,"True",2758,1351,103,8,1351,"Healthcare Support Occupations","True",21424,"","Professional School",0,5,21430,0
14,1,"Male",1,3,12,"No",29.204,767,10,8,1,"No",34.319,1,2759,0,3,4,767,"True",2759,1350,103,8,1350,"Business and Financial Operations Occupations","True",21418,"","High School",0,4,21420,0
15,2,"Female",1,3,7,"No",22.053,768,1000,8,2,"No",102.215,2,2761,0,3,9,768,"True",2761,1351,103,8,1351,"Unemployed, Retired, Homemaker","True",21438,"","High School",14,8,21442,0
12,1,"Female",2,4,11,"No",33.562,800,103,8,4,"Yes",102.985,4,2762,0,4,4,800,"True",2762,1280,103,8,1280,"Sales and Related Occupations","True",21440,"","Undergraduate Degree",0,5,21443,0
13,3,"Male",3,2,0,"No",19.367,900,95,75,5,"Yes",37.027,5,2763,0,2,7,900,"True",2763,1585,103,8,1585,"Unemployed, Retired, Homemaker","True",21449,"","High School",0,10,21452,0
10,1,"Female",1,2,0,"No",32.157,1024,1000,10,1,"No",44.396,1,2764,0,2,7,1024,"True",2764,1265,103,8,1265,"Computer and Mathematical Occupations","True",21434,"","Undergraduate Degree",0,4,21436,0
11,1,"Female",1,2,6,"No",39.384,720,10,1,4,"No",65.697,4,2765,0,2,3,720,"True",2765,1265,103,8,1265,"Unemployed, Retired, Homemaker","True",21439,"not very good at math","High School",0,5,21445,21
10,1,"Female",1,3,0,"No",36.199,1023,10,8,6,"No",178.648,6,2766,0,3,7,1023,"True",2766,1263,103,8,1263,"Office and Administrative Support Occupations","True",21460,"","Undergraduate Degree",0,5,21468,0
10,1,"Female",1,4,0,"No",28.463,768,1000,103,5,"Yes",109.522,5,2767,0,4,7,768,"True",2767,1351,103,8,1351,"Unemployed, Retired, Homemaker","True",21446,"","Undergraduate Degree",9,5,21451,0
12,1,"Female",2,3,0,"No",30.139,1024,1000,9,5,"Yes",567.4,5,2768,0,3,6,1024,"True",2768,1265,103,8,1265,"Management Occupations","True",21506,"","Undergraduate Degree",0,7,21514,0
14,1,"Male",1,5,0,"No",41.474,1079,103,8,2,"Yes",75.103,2,2769,0,5,4,1079,"True",2769,1903,103,8,1903,"Computer and Mathematical Occupations","True",21447,"","High School",0,6,21454,0
15,1,"Male",3,5,0,"No",27.678,899,1000,8,4,"Yes",56.747,4,2771,0,5,6,899,"True",2771,1424,103,8,1424,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21455,"","Undergraduate Degree",0,5,21459,0
10,2,"Male",1,5,0,"No",25.863,900,1000,10,1,"Yes",97.405,1,2772,0,5,6,900,"True",2772,1585,103,8,1585,"Transportation and Material Moving Occupations","True",21461,"","Undergraduate Degree",0,9,21466,0
13,1,"Male",2,5,0,"No",28.112,799,1000,10,0,"No",58.77,0,2773,0,5,7,799,"True",2773,1280,103,8,1280,"Education, Training, and Library Occupations","True",21458,"none","Undergraduate Degree",0,6,21463,4
11,1,"Female",1,3,4,"No",56.432,600,2000,20,1,"Unsure",132.107,1,2774,0,3,8,600,"True",2774,1009,103,8,1009,"Unemployed, Retired, Homemaker","True",21473,"This was interesting and really made me think. Thank you and good luck with your research!","High School",0,6,21476,93
12,4,"Male",2,3,1,"No",25.849,768,100,1,1,"No",59.994,1,2775,0,3,6,768,"True",2775,1351,103,8,1351,"Student, Trainee","True",21465,"","High School",2,9,21470,0
11,2,"Male",2,2,0,"No",30.608,1050,100,5,5,"Yes",21.49,5,2777,0,2,7,1050,"True",2777,1665,103,8,1665,"Management Occupations","True",21469,"","Graduate Degree",0,7,21471,0
14,1,"Male",3,4,0,"No",30.168,1079,103,8,6,"Yes",294.577,6,2781,0,4,5,1079,"True",2781,1903,103,8,1903,"Computer and Mathematical Occupations","True",21527,"I have no comments. :)","Undergraduate Degree",0,5,21533,29
11,1,"Female",1,3,1,"No",22.728,768,1000,10,0,"No",79.573,0,2782,0,3,6,768,"True",2782,1351,103,8,1351,"Unemployed, Retired, Homemaker","True",21486,"","Undergraduate Degree",0,5,21488,0
8,3,"Male",3,4,0,"No",33.82,768,1000,10,3,"No",92.553,3,2785,0,4,13,768,"True",2785,1351,103,8,1351,"Office and Administrative Support Occupations","True",21500,"","Undergraduate Degree",0,6,21505,54
16,3,"Female",3,5,0,"No",29.14,900,103,10,5,"Yes",53.576,5,2787,0,5,6,900,"True",2787,1585,103,8,1585,"Student, Trainee","True",21492,"N/A","High School",0,6,21498,7
11,1,"Male",2,2,0,"No",19.752,1080,10,8,3,"Yes",155.911,3,2788,0,2,4,1080,"True",2788,1905,103,8,1905,"Education, Training, and Library Occupations","True",21515,"","Graduate Degree",0,4,21517,0
10,2,"Female",3,5,0,"No",23.015,900,103,8,2,"Unsure",120.221,2,2789,0,5,10,900,"True",2789,1585,103,8,1585,"Unemployed, Retired, Homemaker","True",21507,"","Graduate Degree",0,12,21513,1
11,1,"Male",1,2,0,"No",19.695,1050,1000,8,6,"No",101.917,6,2791,0,2,5,1050,"True",2791,1665,103,8,1665,"Computer and Mathematical Occupations","True",21510,"","High School",0,5,21516,0
11,1,"Female",1,3,15,"No",22.465,767,99,9,6,"No",141.421,6,2792,0,3,3,767,"True",2792,1349,103,8,1349,"Life, Physical, and Social Science Occupations","True",21526,"","Professional School",0,7,21529,0
11,1,"Male",3,5,0,"No",39.014,767,103,8,1,"No",93.638,1,2793,0,5,4,767,"True",2793,1366,103,8,1366,"Construction and Extraction Occupations","True",21512,"N/A","Professional School",0,5,21522,5
13,1,"Female",1,4,1,"No",19.827,900,103,8,1,"Yes",59.418,1,2794,0,4,5,900,"True",2794,1425,103,8,1425,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21503,"","Undergraduate Degree",0,4,21509,0
10,1,"Male",1,3,0,"No",15.922,768,100,80,3,"No",52.43,3,2795,0,3,9,768,"True",2795,1009,103,8,1009,"Unemployed, Retired, Homemaker","True",21504,"","High School",0,6,21508,0
9,1,"Male",1,3,0,"No",47.307,1050,103,10,4,"No",75.955,4,2797,0,3,8,1050,"True",2797,1680,103,8,1680,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21531,"I hope i did it right!","Undergraduate Degree",0,4,21536,54
23,1,"Male",1,3,0,"No",37.017,899,10,8,4,"No",26.739,4,2798,0,3,4,899,"True",2798,1600,103,8,1600,"Sales and Related Occupations","True",21524,"na","Undergraduate Degree",0,4,21532,2
12,1,"Male",2,4,0,"Yes",32.302,863,103,8,4,"Yes",98.613,4,2801,0,4,4,863,"True",2801,1519,103,8,1519,"Unemployed, Retired, Homemaker","True",21541,"none","Undergraduate Degree",0,5,21544,4
11,1,"Female",1,4,0,"No",53.846,800,103,8,4,"Yes",169.853,4,2802,0,4,8,800,"True",2802,1263,103,8,1263,"Other","True",21543,"Great survey, thank you. :)","High School",0,6,21551,33
6,2,"Male",1,4,0,"No",26.415,1200,1000,8,6,"Yes",88.365,6,2803,0,4,5,1200,"True",2803,1905,103,8,1905,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21540,"","Undergraduate Degree",0,6,21542,0
12,1,"Female",1,1,1,"No",134.829,768,1000,10,0,"No",148.678,0,2804,0,1,6,768,"True",2804,1009,103,8,1009,"Healthcare Support Occupations","True",21549,"I estimated the numbers to be close to 1%. This was difficult for me, but I honestly tried.","High School",0,10,21558,209
12,1,"Male",2,3,0,"No",21.019,1024,1000,8,5,"Yes",99.103,5,2805,0,3,9,1024,"True",2805,1265,103,8,1265,"Computer and Mathematical Occupations","True",21545,"n/a","Undergraduate Degree",0,11,21548,3
12,2,"Male",1,1,0,"No",13.626,1023,990,95,1,"No",84.641,1,2806,0,1,6,1023,"True",2806,1280,103,8,1280,"Other","True",21546,"","High School",0,7,21547,0
11,2,"Female",1,5,0,"No",42.772,1079,1000,8,6,"Yes",160.912,6,2807,0,5,8,1079,"True",2807,1903,103,8,1903,"Unemployed, Retired, Homemaker","True",21566,"I just used the numbers from the graph provided.  ","Undergraduate Degree",19,8,21568,51
11,1,"Female",1,3,3,"No",63.764,767,1000,10,6,"No",160.718,6,2809,0,3,6,767,"True",2809,1349,103,8,1349,"Business and Financial Operations Occupations","True",21562,"","High School",0,6,21567,0
11,2,"Male",1,1,20,"No",32.005,479,1000,1,1,"Unsure",47.625,1,2811,0,1,5,479,"True",2811,1013,103,8,1013,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21556,"Have a nice day.","Undergraduate Degree",0,6,21561,17
12,1,"Male",1,3,0,"No",30.731,1080,10,8,3,"Yes",24.003,3,2813,0,3,4,1080,"True",2813,1905,103,8,1905,"Education, Training, and Library Occupations","True",21559,"","Undergraduate Degree",0,5,21563,0
14,1,"Male",1,4,0,"Yes",42.672,768,103,8,1,"Unsure",88.063,1,2817,0,4,4,768,"True",2817,1009,103,8,1009,"Computer and Mathematical Occupations","True",21575,"n/a","Undergraduate Degree",0,5,21579,3
13,1,"Female",2,4,15,"No",82.37,640,10,8,3,"No",202.705,3,2820,0,4,4,640,"True",2820,1113,103,8,1113,"Computer and Mathematical Occupations","True",21623,"no comments","Undergraduate Degree",0,6,21633,11
10,1,"Female",2,1,0,"No",27.274,1105,100,1,5,"Yes",104.895,5,2821,0,1,4,1105,"True",2821,1920,103,8,1920,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21593,"","High School",0,5,21597,0
18,1,"Male",1,3,1,"No",36.39,1049,100,10,0,"No",35.151,0,2822,0,3,5,1049,"True",2822,1663,103,8,1663,"Student, Trainee","True",21587,"","High School",0,12,21589,0
13,4,"Female",1,4,1,"No",40.571,768,1000,8,0,"Unsure",166.166,0,2823,0,4,5,768,"True",2823,1351,103,8,1351,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21600,"Do we get to see the answer?","High School",0,13,21612,31
19,1,"Male",1,3,0,"No",158.533,1023,103,8,2,"No",185.107,2,2825,0,3,4,1023,"True",2825,1266,103,8,1266,"Computer and Mathematical Occupations","True",21608,"i just tried to replicate the results of the given chart since it was the only referential data available","Undergraduate Degree",0,6,21634,111
10,1,"Male",1,4,0,"No",45.12,863,1000,10,0,"No",90.829,0,2826,0,4,6,863,"True",2826,1519,103,8,1519,"Food Preparation and Serving Related Occupations","True",21594,"","High School",0,5,21599,0
13,1,"Male",1,3,0,"No",148.268,1024,1000,30,6,"No",133.006,6,2828,0,3,7,1024,"True",2828,1265,103,8,1265,"Unemployed, Retired, Homemaker","True",21609,"Every survey about this problems is good to know people that control every six mounths is good for there health.","High School",2,5,21632,155
10,2,"Male",1,4,1,"No",114.057,699,1000,10,5,"Yes",224.202,5,2829,0,4,10,768,"True",2829,918,103,8,1009,"Education, Training, and Library Occupations","True",21629,"I want to now more about this study. Does it judges about ability to understand graphs or something else?","Graduate Degree",0,11,21637,148
12,1,"Male",2,3,0,"No",17.364,768,103,10,4,"No",76.971,4,2830,0,3,5,768,"True",2830,1351,103,8,1351,"Unemployed, Retired, Homemaker","True",21606,"","Undergraduate Degree",3,6,21611,0
11,1,"Female",2,5,0,"No",65.095,768,10,8,5,"No",80.848,5,2831,0,5,3,768,"True",2831,1351,103,8,1351,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21605,"The initial explanation is actually almost confusing but I personally went with the one sentence that seemed more clarifying.","High School",1,5,21621,177
16,1,"Male",2,3,0,"No",43.203,1079,10,8,0,"Yes",71.818,0,2833,0,3,3,1079,"True",2833,1920,103,8,1920,"Business and Financial Operations Occupations","True",21616,"","Undergraduate Degree",0,6,21627,0
11,1,"Female",2,3,9,"No",36.053,799,1000,10,3,"No",36.257,3,2834,0,3,6,799,"True",2834,1264,103,8,1264,"Community and Social Services Occupations","True",21613,"","High School",0,5,21617,0
12,1,"Male",1,3,0,"No",22.418,768,10,8,3,"No",73.345,3,2835,0,3,8,768,"True",2835,1351,103,8,1351,"Unemployed, Retired, Homemaker","True",21618,"","High School",0,4,21625,0
19,3,"Male",1,3,0,"No",20.072,768,100,15,4,"No",57.341,4,2836,0,3,11,768,"True",2836,1351,103,8,1351,"Education, Training, and Library Occupations","True",21620,"","Undergraduate Degree",0,9,21626,0
12,1,"Male",2,5,0,"No",20.816,1024,100,10,2,"No",39.012,2,2837,0,5,6,1024,"True",2837,1265,103,8,1265,"Business and Financial Operations Occupations","True",21619,"N/A","Undergraduate Degree",0,6,21624,3
13,2,"Female",1,5,0,"No",27.943,1080,103,8,1,"No",143.234,1,2838,0,5,5,1080,"True",2838,1905,103,8,1905,"Personal Care and Service Occupations","True",21636,"","High School",0,5,21639,0
17,1,"Male",2,5,0,"No",41.713,1079,1000,10,4,"Yes",53.587,4,2841,0,5,7,1079,"True",2841,1903,103,8,1903,"Architecture and Engineering Occupations","True",21635,"None","Undergraduate Degree",0,4,21638,5
11,1,"Female",1,3,0,"No",26.856,1200,100,10,5,"No",50.99,5,2845,0,3,5,1200,"True",2845,1905,103,8,1905,"Healthcare Practitioners and Technical Occupations","True",21642,"","Undergraduate Degree",0,6,21643,0
12,4,"Male",3,4,0,"No",18.033,1200,5,1,1,"No",29.25,1,2846,0,4,2,1200,"True",2846,1905,103,8,1905,"Computer and Mathematical Occupations","True",21647,"","Professional School",0,11,21650,0
12,3,"Male",1,4,43,"No",79.567,719,103,8,4,"No",143.479,4,2847,0,4,13,360,"True",2847,1263,103,8,632,"Community and Social Services Occupations","True",21651,"The chart made it seem suspiciously easy to figure out the number of positives, and the number of true positives. If 103 tested positive, and eight of those had cancer, it seems like the answer is 8 out of 103.","Undergraduate Degree",244,11,21653,230
12,2,"Male",3,5,0,"No",59.664,900,103,8,5,"Unsure",218.244,5,2848,0,5,4,900,"True",2848,1585,103,8,1585,"Other","True",21657,"","Graduate Degree",0,10,21661,0
13,1,"Female",4,5,0,"No",31.187,1024,103,8,4,"Yes",40.538,4,2850,0,5,9,1024,"True",2850,1265,103,8,1265,"Student, Trainee","True",21654,"I do not have any concerns.","Undergraduate Degree",0,6,21655,35
13,2,"Male",1,5,2,"No",44.63,773,1000,10,5,"Yes",60.722,5,2851,0,5,7,773,"True",2851,1353,103,8,1353,"Production Occupations","True",21663,"","Undergraduate Degree",0,6,21665,0
16,1,"Male",1,3,0,"No",39.74,1050,1000,8,1,"Yes",107.141,1,2852,0,3,5,1050,"True",2852,1663,103,8,1663,"Sales and Related Occupations","True",21664,"","Undergraduate Degree",0,7,21668,0
11,1,"Male",2,4,0,"No",56.252,799,10000,103,1,"Yes",206.17,1,2853,0,4,18,799,"True",2853,1263,103,8,1263,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21674,"This math in this was a little confusing, but I believe that I accurately deduced a reasonable answer!","Undergraduate Degree",0,9,21677,110
13,1,"Male",3,4,0,"No",26.849,900,1000,103,5,"Yes",97.053,5,2854,0,4,7,900,"True",2854,1585,103,8,1585,"Unemployed, Retired, Homemaker","True",21666,"none","High School",0,5,21670,4
11,1,"Male",1,5,0,"No",21.456,1023,1000,10,2,"No",123.142,2,2855,0,5,18,1023,"True",2855,1264,103,8,1264,"Student, Trainee","True",21672,"","Undergraduate Degree",0,27,21673,0
11,1,"Male",1,3,10,"No",32.002,799,990,75,2,"Yes",135.973,2,2858,0,3,5,799,"True",2858,1263,103,8,1263,"Computer and Mathematical Occupations","True",21679,"","High School",0,6,21683,0
18,1,"Male",1,3,0,"No",26.142,1199,9,7,3,"No",124.043,3,2859,0,3,3,1199,"True",2859,1903,103,8,1903,"Student, Trainee","True",21691,"","High School",0,4,21694,0
13,1,"Male",1,2,1,"No",28.928,768,10,8,5,"No",51.585,5,2861,0,2,3,768,"True",2861,1265,103,8,1265,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21682,"","Professional School",0,5,21687,0
10,1,"Female",1,5,20,"No",37.506,767,1000,103,2,"Yes",75.1,2,2862,0,5,7,767,"True",2862,1349,103,8,1349,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21696,"","High School",0,5,21702,0
12,1,"Female",1,3,2,"No",20.518,768,10,8,2,"Unsure",56.065,2,2865,0,3,3,768,"True",2865,1351,103,8,1351,"Unemployed, Retired, Homemaker","True",21695,"","Undergraduate Degree",0,5,21698,0
13,1,"Female",4,4,2,"No",27.915,768,103,8,2,"Yes",145.538,2,2866,0,4,6,768,"True",2866,1351,103,8,1351,"Education, Training, and Library Occupations","True",21711,"no concerns","Undergraduate Degree",2,6,21712,11
14,1,"Male",2,4,1,"No",69.849,900,103,8,1,"Yes",109.706,1,2867,0,4,7,900,"True",2867,1585,103,8,1585,"Architecture and Engineering Occupations","True",21707,"I looked at the data in the bottom left to determine my answer.","Undergraduate Degree",0,10,21714,70
20,1,"Male",1,5,1,"No",36.178,768,95,8,5,"Unsure",78.754,5,2868,0,5,4,768,"True",2868,1351,103,8,1351,"Life, Physical, and Social Science Occupations","True",21701,"","Undergraduate Degree",0,6,21708,5
13,2,"Male",3,3,0,"No",48.694,1024,103,8,2,"Yes",151.118,2,2870,0,3,8,1024,"True",2870,1265,103,8,1265,"Computer and Mathematical Occupations","True",21716,"","Undergraduate Degree",0,9,21722,0
11,1,"Female",1,5,0,"No",21.954,1080,100,1,4,"No",37.48,4,2871,0,5,5,1080,"True",2871,1903,103,8,1903,"Sales and Related Occupations","True",21734,"","Undergraduate Degree",0,6,21737,0
13,1,"Male",2,4,0,"Yes",33.415,768,1000,10,2,"No",32.662,2,2872,0,4,9,768,"True",2872,1351,103,8,1351,"Sales and Related Occupations","True",21710,"Thanks for the opportunity","High School",0,5,21713,29
13,1,"Male",1,4,3,"No",146.583,768,100,1,3,"No",75.504,3,2874,0,4,4,768,"True",2874,1351,103,8,1351,"Management Occupations","True",21724,"As I understood the information given, 10 out of 1000 women tested actually had breast cancer.  The question did not state how many women were being tested, so I just used simple math to determine what percentage of women would actually have breast cancer which turned out to be 1% based on the information given.  I hope it is what you were looking for!","Undergraduate Degree",0,5,21736,485
7,2,"Male",1,2,0,"No",24.815,1080,10,2,1,"No",67.307,1,2875,0,2,7,1080,"True",2875,1905,103,8,1905,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21723,"","Professional School",0,16,21725,0
12,1,"Female",2,4,0,"No",26.638,900,103,8,2,"No",116.099,2,2876,0,4,6,900,"True",2876,1440,103,8,1440,"Unemployed, Retired, Homemaker","True",21727,"","Undergraduate Degree",2,6,21729,0
8,2,"Female",4,4,9,"No",22.304,800,10,8,2,"No",63.086,2,2877,0,4,4,800,"True",2877,1280,103,8,1280,"Education, Training, and Library Occupations","True",21743,"","Graduate Degree",0,5,21746,0
11,1,"Female",1,5,9,"No",48.825,767,100,1,1,"No",103.641,1,2879,0,5,13,767,"True",2879,1349,103,8,1349,"Management Occupations","True",21740,"","Undergraduate Degree",0,4,21747,0
12,2,"Male",3,4,0,"No",22.022,768,10,1,5,"No",93.142,5,2881,0,4,4,768,"True",2881,1351,103,8,1351,"Student, Trainee","True",21739,"","Undergraduate Degree",0,6,21742,0
11,1,"Male",1,4,0,"No",94.508,1023,990,18,1,"Yes",107.942,1,2882,0,4,6,1023,"True",2882,1263,103,8,1263,"Construction and Extraction Occupations","True",21748,"Very Short. Not quite sure what it is you're looking for here.","High School",0,4,21750,65
10,2,"Female",1,3,1,"No",34.976,768,990,8,5,"Unsure",200.206,5,2884,0,3,11,768,"True",2884,1351,103,8,1351,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21761,"","High School",0,10,21765,0
10,1,"Female",1,5,0,"No",28.015,767,1000,10,4,"Yes",134.863,4,2885,0,5,7,767,"True",2885,1007,103,8,1007,"Unemployed, Retired, Homemaker","True",21764,"","Undergraduate Degree",0,4,21766,0
10,1,"Male",3,5,0,"No",31.897,900,1000,8,6,"No",102.099,6,2888,0,5,6,900,"True",2888,1585,103,8,1585,"Life, Physical, and Social Science Occupations","True",21763,"","Graduate Degree",0,5,21767,0
12,1,"Male",2,5,0,"Yes",18.909,1599,10,8,0,"No",47.048,0,2889,0,5,3,1599,"True",2889,2543,103,8,2543,"Business and Financial Operations Occupations","True",21758,"","Graduate Degree",0,6,21760,0
13,2,"Male",3,5,0,"No",32.499,1080,103,8,2,"No",81.427,2,2891,0,5,4,1080,"True",2891,1905,103,8,1905,"Food Preparation and Serving Related Occupations","True",21769,"","Undergraduate Degree",0,7,21770,0
8,1,"Female",1,5,0,"No",40.903,1050,100,1,0,"Yes",116.045,0,2892,0,5,4,1050,"True",2892,1665,103,8,1665,"Unemployed, Retired, Homemaker","True",21776,"","Graduate Degree",0,5,21778,0
12,1,"Male",3,5,0,"No",14.746,768,2000,20,0,"Yes",25.76,0,2893,0,5,7,768,"True",2893,1351,103,8,1351,"Unemployed, Retired, Homemaker","True",21773,"","High School",0,4,21774,0
12,1,"Female",3,5,0,"No",58.566,768,10,8,5,"No",100.696,5,2894,0,5,3,768,"True",2894,1345,103,8,1345,"Healthcare Support Occupations","True",21781,"","Graduate Degree",0,5,21786,0
13,1,"Female",1,5,1,"No",19.683,1080,100,1,2,"Unsure",61.325,2,2895,0,5,9,1080,"True",2895,1905,103,8,1905,"Education, Training, and Library Occupations","True",21780,"","Undergraduate Degree",4,9,21784,0
11,2,"Male",3,3,0,"No",23.561,1080,103,8,2,"No",97.912,2,2896,0,3,4,1080,"True",2896,1905,103,8,1905,"Student, Trainee","True",21785,"","High School",0,8,21787,0
10,2,"Male",1,3,0,"No",31.678,1080,103,8,1,"Yes",397.204,1,2897,0,3,15,1080,"True",2897,1905,103,8,1905,"Food Preparation and Serving Related Occupations","True",21811,"","High School",0,6,21814,0
8,2,"Female",1,4,0,"No",31.418,1079,1000,10,3,"Yes",100.01,3,2898,0,4,7,1079,"True",2898,1905,103,8,1905,"Food Preparation and Serving Related Occupations","True",21789,"","Undergraduate Degree",0,5,21790,0
12,2,"Male",2,4,0,"No",22.007,1080,1000,10,4,"No",63.601,4,2899,0,4,7,1080,"True",2899,1905,103,8,1905,"Computer and Mathematical Occupations","True",21792,"","Undergraduate Degree",0,9,21794,0
12,1,"Female",2,5,13,"No",104.003,767,1000,10,4,"Unsure",83.148,4,2900,0,5,6,767,"True",2900,1349,103,8,1349,"Education, Training, and Library Occupations","True",21796,"I was basing on the original information, provided in the task.","Undergraduate Degree",0,6,21805,82
23,1,"Male",3,3,0,"No",56.019,768,1000,10,4,"Unsure",43.231,4,2901,0,3,7,768,"True",2901,1366,103,8,1366,"Sales and Related Occupations","True",21795,"None
","Undergraduate Degree",0,4,21797,6
10,1,"Male",2,4,0,"No",16.877,900,40,1,2,"No",132.316,2,2903,0,4,3,900,"True",2903,1585,103,8,1585,"Computer and Mathematical Occupations","True",21813,"","Undergraduate Degree",0,10,21815,0
15,1,"Male",3,4,0,"No",97.63,1024,1000,8,4,"No",141.013,4,2907,0,4,9,1024,"True",2907,1265,103,8,1265,"Computer and Mathematical Occupations","True",21818,"To arrive at my answer, I reread the question and the image several times. I saw the problem more as a comprehension problem than a computational one.","Graduate Degree",0,10,21828,225
10,1,"Female",1,3,0,"No",43.278,800,100,1,0,"Yes",96.637,0,2908,0,3,4,800,"True",2908,1265,103,8,1265,"Other","True",21816,"","High School",0,5,21820,0
16,1,"Male",2,5,33,"No",95.567,1079,1000,10,0,"Yes",103.987,0,2909,0,5,15,809,"True",2909,1903,103,8,1427,"Management Occupations","True",21817,"The amount of women tested was not given. It is hard to calculate the correct amount without it.","High School",0,5,21826,150
13,1,"Female",3,2,0,"No",25.047,961,100,10,2,"Yes",29.003,2,2910,0,2,6,961,"True",2910,1263,103,8,1263,"Sales and Related Occupations","True",21810,"","Graduate Degree",0,5,21812,0
10,2,"Female",1,2,0,"No",21.069,900,103,2,4,"Yes",98.272,4,2911,0,2,6,900,"True",2911,1585,103,8,1585,"Unemployed, Retired, Homemaker","True",21838,"","Undergraduate Degree",0,7,21839,0
10,2,"Female",3,3,0,"No",57.293,900,100,1,5,"Yes",77.108,5,2912,0,3,4,900,"True",2912,1583,103,8,1583,"Management Occupations","True",21829,"","Graduate Degree",0,9,21831,0
16,1,"Male",2,4,0,"No",48.495,1080,250,26,4,"No",140.82,4,2913,0,4,13,1080,"True",2913,1905,103,8,1905,"Food Preparation and Serving Related Occupations","True",21830,"","High School",0,5,21833,0
11,1,"Male",5,5,0,"No",19.933,900,1000,10,4,"No",32.7,4,2915,0,5,7,900,"True",2915,1585,103,8,1585,"Business and Financial Operations Occupations","True",21824,"","Undergraduate Degree",0,4,21827,0
13,1,"Male",2,2,3,"No",58.233,600,1000,15,3,"Unsure",80.906,3,2918,0,2,6,600,"True",2918,1009,103,8,1009,"Unemployed, Retired, Homemaker","True",21835,"It was a nice, short survey.","High School",0,8,21837,35
13,1,"Male",3,4,0,"No",26.027,1049,1000,10,0,"No",34.441,0,2919,0,4,6,1049,"True",2919,1663,103,8,1663,"Computer and Mathematical Occupations","True",21841,"","Undergraduate Degree",0,5,21842,0
11,1,"Male",1,3,0,"No",24.874,1050,10,3,1,"Unsure",58.873,1,2920,0,3,3,1050,"True",2920,1663,103,8,1663,"Computer and Mathematical Occupations","True",21846,"","Undergraduate Degree",0,5,21849,0
12,1,"Female",3,5,0,"No",30.601,1079,1000,10,1,"No",17.538,1,2921,0,5,6,1079,"True",2921,1903,103,8,1903,"Unemployed, Retired, Homemaker","True",21850,"","Undergraduate Degree",0,5,21852,0
6,1,"Female",2,2,0,"No",27.483,800,1000,10,2,"No",69.831,2,2924,0,2,9,800,"True",2924,1280,103,8,1280,"Student, Trainee","True",21853,"","High School",25,4,21857,0
16,4,"Male",2,2,0,"No",50.519,1080,1000,10,0,"No",68.956,0,2925,0,2,8,1080,"True",2925,1905,103,8,1905,"Unemployed, Retired, Homemaker","True",21859,"","High School",0,8,21862,52
13,1,"Male",2,4,0,"No",48.359,1080,100,8,4,"Yes",125.922,4,2926,0,4,6,1080,"True",2926,1905,103,8,1905,"Computer and Mathematical Occupations","True",21868,"It has been so long since I've had a statistics course.  I think I need a refresher.","Undergraduate Degree",0,6,21870,100
13,1,"Female",1,3,0,"No",17.904,1050,10,1,4,"No",46.219,4,2927,0,3,3,1050,"True",2927,1667,103,8,1667,"Unemployed, Retired, Homemaker","True",21864,"","High School",0,8,21866,0
15,1,"Male",4,3,9,"No",35.899,899,1000,8,0,"Yes",40.883,0,2928,0,3,5,899,"True",2928,1583,103,8,1583,"Business and Financial Operations Occupations","True",21867,"I enjoyed this survey","Undergraduate Degree",0,5,21869,22
20,1,"Male",1,5,0,"No",75.259,1049,1000,10,3,"No",322.323,3,2929,0,5,9,1049,"True",2929,1665,103,8,1665,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21876,"Thank you for the questionnaire!","Undergraduate Degree",0,6,21882,62
10,1,"Male",2,5,1,"No",33.476,1200,1000,10,4,"Yes",95.278,4,2930,0,5,6,1200,"True",2930,1905,103,8,1905,"Other","True",21877,"","High School",0,5,21880,0
11,1,"Male",2,2,3,"No",180.78,768,1000,103,2,"Yes",161.521,2,2931,0,2,7,768,"True",2931,1351,103,8,1351,"Management Occupations","True",21884,"It has been a very long time (10+ years) that I have dealt with a conditional word problem such as this.  I tried to factor in the total amount of women, but I was unsure what the total sample size I should've chosen to answer the question, as I could not figure out an exact percentage properly.","Graduate Degree",0,6,21896,547
10,1,"Male",3,4,0,"No",34.734,900,103,8,2,"Yes",90.651,2,2932,0,4,12,900,"True",2932,1585,103,8,1585,"Business and Financial Operations Occupations","True",21878,"","Undergraduate Degree",0,9,21881,0
